,state,geoid,year,month,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k,date,date_str
1025,Maine,USA-23,2021,09,471.1,416.01,30.95,3.0,2.9,0.22,2021-09-01,2021-09
1026,Maryland,USA-24,2021,09,1178.17,1170.91,19.37,14.27,13.87,0.23,2021-09-01,2021-09
1027,Massachusetts,USA-25,2021,09,1736.07,1734.38,25.16,12.7,11.54,0.17,2021-09-01,2021-09
1028,Michigan,USA-26,2021,09,2984.6,2816.65,28.2,26.73,24.61,0.25,2021-09-01,2021-09
1029,Minnesota,USA-27,2021,09,2038.0,1921.03,34.06,11.73,9.3,0.16,2021-09-01,2021-09
1030,Mississippi,USA-28,2021,09,1722.4,1886.84,63.4,39.7,40.38,1.36,2021-09-01,2021-09
1031,Missouri,USA-29,2021,09,2075.9,2106.05,34.32,30.7,31.95,0.52,2021-09-01,2021-09
1032,Montana,USA-30,2021,09,797.87,736.0,68.86,6.97,6.29,0.59,2021-09-01,2021-09
1033,Nebraska,USA-31,2021,09,739.83,737.12,38.11,8.07,2.51,0.13,2021-09-01,2021-09
1034,Nevada,USA-32,2021,09,1023.97,1045.34,33.94,21.33,20.76,0.67,2021-09-01,2021-09
1035,New Hampshire,USA-33,2021,09,419.3,396.01,29.13,2.13,2.06,0.15,2021-09-01,2021-09
1036,New Jersey,USA-34,2021,09,2086.8,2093.08,23.56,18.17,17.35,0.2,2021-09-01,2021-09
1037,New Mexico,USA-35,2021,09,680.33,689.7,32.89,9.43,8.73,0.42,2021-09-01,2021-09
1038,New York,USA-36,2021,09,4943.57,4928.41,25.33,36.2,34.41,0.18,2021-09-01,2021-09
1039,North Carolina,USA-37,2021,09,6069.13,6219.55,59.3,68.53,64.02,0.61,2021-09-01,2021-09
1040,North Dakota,USA-38,2021,09,488.77,452.74,59.41,1.77,1.59,0.21,2021-09-01,2021-09
1041,Northern Mariana Islands,USA-69,2021,09,0.93,1.14,2.11,0.0,0.0,0.0,2021-09-01,2021-09
1042,Ohio,USA-39,2021,09,6435.73,6302.05,53.91,35.97,36.17,0.31,2021-09-01,2021-09
1043,Oklahoma,USA-40,2021,09,2060.23,2172.34,54.9,37.9,39.61,1.0,2021-09-01,2021-09
1044,Oregon,USA-41,2021,09,1792.23,1849.6,43.85,19.33,19.38,0.46,2021-09-01,2021-09
1045,Pennsylvania,USA-42,2021,09,4319.07,4168.34,32.56,38.83,33.71,0.26,2021-09-01,2021-09
1046,Puerto Rico,USA-72,2021,09,357.83,402.05,11.87,9.63,10.66,0.31,2021-09-01,2021-09
1047,Rhode Island,USA-44,2021,09,324.8,319.69,30.18,2.27,2.16,0.2,2021-09-01,2021-09
1048,South Carolina,USA-45,2021,09,4069.97,4381.7,85.1,62.47,58.43,1.13,2021-09-01,2021-09
1049,South Dakota,USA-46,2021,09,425.3,421.63,47.66,2.43,2.23,0.25,2021-09-01,2021-09
1050,Tennessee,USA-47,2021,09,5594.33,6080.22,89.03,54.93,52.96,0.78,2021-09-01,2021-09
1051,Texas,USA-48,2021,09,15183.93,15657.49,54.0,277.57,268.05,0.92,2021-09-01,2021-09
1052,Utah,USA-49,2021,09,1469.7,1439.7,44.91,9.93,8.98,0.28,2021-09-01,2021-09
1053,Vermont,USA-50,2021,09,182.07,178.73,28.64,1.37,1.17,0.19,2021-09-01,2021-09
1054,Virgin Islands,USA-78,2021,09,28.57,30.26,28.48,0.57,0.63,0.59,2021-09-01,2021-09
1055,Virginia,USA-51,2021,09,3344.7,3363.08,39.4,30.27,27.69,0.32,2021-09-01,2021-09
1056,Washington,USA-53,2021,09,3189.33,3166.94,41.59,38.07,34.43,0.45,2021-09-01,2021-09
1057,West Virginia,USA-54,2021,09,1692.3,1665.96,92.96,19.53,17.09,0.95,2021-09-01,2021-09
1058,Wisconsin,USA-55,2021,09,2540.83,2424.3,41.64,14.2,13.02,0.22,2021-09-01,2021-09
1059,Wyoming,USA-56,2021,09,515.53,507.7,87.72,4.6,4.48,0.77,2021-09-01,2021-09
1060,Alabama,USA-01,2021,10,1147.48,1051.17,21.44,41.1,44.57,0.91,2021-10-01,2021-10
1061,Alaska,USA-02,2021,10,746.45,840.61,114.91,4.77,5.26,0.72,2021-10-01,2021-10
1062,American Samoa,USA-60,2021,10,0.1,0.14,0.28,0.0,0.0,0.0,2021-10-01,2021-10
1063,Arizona,USA-04,2021,10,2429.58,2357.17,32.38,37.74,41.61,0.57,2021-10-01,2021-10
1064,Arkansas,USA-05,2021,10,552.84,595.44,19.73,22.1,14.2,0.47,2021-10-01,2021-10
1065,California,USA-06,2021,10,5762.48,6075.58,15.38,92.32,98.24,0.25,2021-10-01,2021-10
1066,Colorado,USA-08,2021,10,2281.35,2294.82,39.85,20.81,21.0,0.36,2021-10-01,2021-10
1067,Connecticut,USA-09,2021,10,394.77,420.81,11.8,4.35,5.55,0.15,2021-10-01,2021-10
1068,Delaware,USA-10,2021,10,362.42,373.17,38.32,4.42,4.21,0.43,2021-10-01,2021-10
1069,District of Columbia,USA-11,2021,10,99.58,112.12,15.89,0.52,0.5,0.07,2021-10-01,2021-10
1070,Florida,USA-12,2021,10,2522.29,2916.49,13.58,150.35,169.84,0.79,2021-10-01,2021-10
1071,Georgia,USA-13,2021,10,1730.32,2056.69,19.29,90.77,98.22,0.92,2021-10-01,2021-10
1072,Guam,USA-66,2021,10,102.16,110.89,65.82,1.32,1.41,0.84,2021-10-01,2021-10
1073,Hawaii,USA-15,2021,10,154.9,168.77,11.92,4.32,4.37,0.31,2021-10-01,2021-10
1074,Idaho,USA-16,2021,10,1096.74,1179.67,66.01,20.35,23.19,1.3,2021-10-01,2021-10
1075,Illinois,USA-17,2021,10,2201.74,2386.1,18.83,30.81,33.52,0.26,2021-10-01,2021-10
1076,Indiana,USA-18,2021,10,1806.55,2006.93,29.81,33.06,36.82,0.55,2021-10-01,2021-10
1077,Iowa,USA-19,2021,10,1099.19,1163.56,36.88,12.97,13.91,0.44,2021-10-01,2021-10
1078,Kansas,USA-20,2021,10,827.74,850.2,29.18,11.58,10.86,0.37,2021-10-01,2021-10
1079,Kentucky,USA-21,2021,10,1678.1,1934.88,43.31,32.13,35.99,0.8,2021-10-01,2021-10
1080,Louisiana,USA-22,2021,10,578.65,667.74,14.36,19.29,22.72,0.49,2021-10-01,2021-10
1081,Maine,USA-23,2021,10,460.32,517.22,38.48,4.68,4.37,0.33,2021-10-01,2021-10
1082,Maryland,USA-24,2021,10,933.26,972.0,16.08,14.61,14.67,0.24,2021-10-01,2021-10
1083,Massachusetts,USA-25,2021,10,1289.39,1390.3,20.17,11.9,13.05,0.19,2021-10-01,2021-10
1084,Michigan,USA-26,2021,10,4013.23,4073.98,40.79,41.97,40.96,0.41,2021-10-01,2021-10
1085,Minnesota,USA-27,2021,10,2467.0,2601.89,46.14,17.32,17.84,0.31,2021-10-01,2021-10
1086,Mississippi,USA-28,2021,10,513.68,600.64,20.18,15.32,18.19,0.61,2021-10-01,2021-10
1087,Missouri,USA-29,2021,10,1137.23,1204.22,19.62,18.87,21.12,0.34,2021-10-01,2021-10
1088,Montana,USA-30,2021,10,801.81,860.15,80.48,10.87,11.12,1.04,2021-10-01,2021-10
1089,Nebraska,USA-31,2021,10,560.13,605.49,31.3,4.61,8.35,0.43,2021-10-01,2021-10
1090,Nevada,USA-32,2021,10,903.32,708.56,23.0,15.52,17.78,0.58,2021-10-01,2021-10
1091,New Hampshire,USA-33,2021,10,459.65,489.7,36.02,2.71,2.57,0.19,2021-10-01,2021-10
1092,New Jersey,USA-34,2021,10,1430.55,1480.41,16.67,17.58,18.59,0.21,2021-10-01,2021-10
1093,New Mexico,USA-35,2021,10,715.65,746.26,35.59,8.0,8.48,0.41,2021-10-01,2021-10
1094,New York,USA-36,2021,10,4303.06,4423.29,22.74,34.26,35.57,0.18,2021-10-01,2021-10
1095,North Carolina,USA-37,2021,10,2649.65,2982.72,28.44,49.26,55.35,0.53,2021-10-01,2021-10
1096,North Dakota,USA-38,2021,10,523.81,540.19,70.89,4.94,4.76,0.62,2021-10-01,2021-10
1097,Northern Mariana Islands,USA-69,2021,10,1.39,0.9,1.68,0.03,0.06,0.12,2021-10-01,2021-10
1098,Ohio,USA-39,2021,10,4237.26,4495.25,38.46,83.29,77.94,0.67,2021-10-01,2021-10
1099,Oklahoma,USA-40,2021,10,974.61,1104.27,27.91,56.81,26.28,0.66,2021-10-01,2021-10
1100,Oregon,USA-41,2021,10,1129.0,1245.95,29.54,18.74,20.06,0.48,2021-10-01,2021-10
1101,Pennsylvania,USA-42,2021,10,4354.81,4413.96,34.48,66.26,65.35,0.51,2021-10-01,2021-10
1102,Puerto Rico,USA-72,2021,10,116.94,123.48,3.65,2.74,2.98,0.09,2021-10-01,2021-10
1103,Rhode Island,USA-44,2021,10,227.23,246.85,23.3,1.29,1.56,0.15,2021-10-01,2021-10
1104,South Carolina,USA-45,2021,10,1282.77,1524.01,29.6,40.13,46.04,0.9,2021-10-01,2021-10
1105,South Dakota,USA-46,2021,10,305.29,330.39,37.35,3.0,3.27,0.37,2021-10-01,2021-10
1106,Tennessee,USA-47,2021,10,1640.23,1943.21,28.45,38.39,42.84,0.63,2021-10-01,2021-10
1107,Texas,USA-48,2021,10,5498.74,6281.67,21.66,193.06,209.01,0.72,2021-10-01,2021-10
1108,Utah,USA-49,2021,10,1335.65,1401.71,43.72,8.9,9.34,0.29,2021-10-01,2021-10
1109,Vermont,USA-50,2021,10,210.61,205.79,32.98,1.52,1.6,0.26,2021-10-01,2021-10
1110,Virgin Islands,USA-78,2021,10,15.58,16.92,15.93,0.32,0.33,0.31,2021-10-01,2021-10
1111,Virginia,USA-51,2021,10,1870.81,2117.08,24.8,37.32,40.27,0.47,2021-10-01,2021-10
1112,Washington,USA-53,2021,10,2172.68,2380.08,31.26,29.23,32.84,0.43,2021-10-01,2021-10
1113,West Virginia,USA-54,2021,10,1034.61,1098.11,61.27,24.39,25.87,1.44,2021-10-01,2021-10
1114,Wisconsin,USA-55,2021,10,2330.19,2529.22,43.44,17.03,17.64,0.3,2021-10-01,2021-10
1115,Wyoming,USA-56,2021,10,397.55,428.89,74.11,5.74,6.27,1.08,2021-10-01,2021-10
1116,Alabama,USA-01,2021,11,457.13,502.62,10.25,18.2,21.33,0.44,2021-11-01,2021-11
1117,Alaska,USA-02,2021,11,434.3,445.79,60.94,4.97,4.98,0.68,2021-11-01,2021-11
1118,American Samoa,USA-60,2021,11,0.03,0.06,0.12,0.0,0.0,0.0,2021-11-01,2021-11
1119,Arizona,USA-04,2021,11,3362.67,3409.18,46.84,38.43,41.22,0.57,2021-11-01,2021-11
1120,Arkansas,USA-05,2021,11,520.77,508.86,16.86,9.7,10.58,0.35,2021-11-01,2021-11
1121,California,USA-06,2021,11,5593.13,5518.3,13.97,84.33,84.64,0.21,2021-11-01,2021-11
1122,Colorado,USA-08,2021,11,2959.8,2984.47,51.83,33.57,31.52,0.55,2021-11-01,2021-11
1123,Connecticut,USA-09,2021,11,636.97,560.29,15.72,4.7,4.14,0.12,2021-11-01,2021-11
1124,Delaware,USA-10,2021,11,299.73,299.51,30.76,2.9,3.3,0.34,2021-11-01,2021-11
1125,District of Columbia,USA-11,2021,11,89.07,88.18,12.5,0.2,0.41,0.06,2021-11-01,2021-11
1126,Florida,USA-12,2021,11,1415.9,1424.53,6.63,62.6,67.2,0.31,2021-11-01,2021-11
1127,Georgia,USA-13,2021,11,1065.6,1045.29,9.8,44.97,48.45,0.46,2021-11-01,2021-11
1128,Guam,USA-66,2021,11,33.03,39.39,23.38,0.83,1.12,0.66,2021-11-01,2021-11
1129,Hawaii,USA-15,2021,11,105.8,110.26,7.79,3.4,3.93,0.28,2021-11-01,2021-11
1130,Idaho,USA-16,2021,11,516.73,545.86,30.54,13.03,13.71,0.77,2021-11-01,2021-11
1131,Illinois,USA-17,2021,11,3807.13,3502.22,27.64,25.2,25.15,0.2,2021-11-01,2021-11
1132,Indiana,USA-18,2021,11,2753.4,2425.01,36.02,29.13,27.07,0.4,2021-11-01,2021-11
1133,Iowa,USA-19,2021,11,1310.87,1286.59,40.78,12.97,14.08,0.45,2021-11-01,2021-11
1134,Kansas,USA-20,2021,11,1021.3,1009.87,34.66,9.3,11.87,0.41,2021-11-01,2021-11
1135,Kentucky,USA-21,2021,11,1390.87,1269.9,28.42,39.47,34.47,0.77,2021-11-01,2021-11
1136,Louisiana,USA-22,2021,11,414.1,382.71,8.23,8.47,9.15,0.2,2021-11-01,2021-11
1137,Maine,USA-23,2021,11,513.43,553.21,41.16,5.23,5.24,0.39,2021-11-01,2021-11
1138,Maryland,USA-24,2021,11,829.17,814.25,13.47,10.37,10.74,0.18,2021-11-01,2021-11
1139,Massachusetts,USA-25,2021,11,2239.17,2032.1,29.48,13.6,12.75,0.19,2021-11-01,2021-11
1140,Michigan,USA-26,2021,11,6652.5,6562.48,65.71,57.7,60.31,0.6,2021-11-01,2021-11
1141,Minnesota,USA-27,2021,11,4160.67,3552.95,63.0,23.77,23.69,0.42,2021-11-01,2021-11
1142,Mississippi,USA-28,2021,11,328.43,324.81,10.91,7.0,7.01,0.24,2021-11-01,2021-11
1143,Missouri,USA-29,2021,11,1665.53,1319.91,21.51,91.87,21.41,0.35,2021-11-01,2021-11
1144,Montana,USA-30,2021,11,506.07,524.26,49.05,10.87,10.45,0.98,2021-11-01,2021-11
1145,Nebraska,USA-31,2021,11,867.17,826.94,42.75,6.0,6.39,0.33,2021-11-01,2021-11
1146,Nevada,USA-32,2021,11,710.63,672.48,21.83,12.87,12.89,0.42,2021-11-01,2021-11
1147,New Hampshire,USA-33,2021,11,890.9,761.96,56.04,5.03,4.7,0.35,2021-11-01,2021-11
1148,New Jersey,USA-34,2021,11,1792.93,1684.9,18.97,13.93,13.4,0.15,2021-11-01,2021-11
1149,New Mexico,USA-35,2021,11,1301.83,1263.07,60.24,10.6,10.56,0.5,2021-11-01,2021-11
1150,New York,USA-36,2021,11,5689.4,5423.4,27.88,35.13,33.75,0.17,2021-11-01,2021-11
1151,North Carolina,USA-37,2021,11,1890.53,1777.27,16.95,23.07,24.45,0.23,2021-11-01,2021-11
1152,North Dakota,USA-38,2021,11,463.4,471.58,61.88,4.4,4.45,0.58,2021-11-01,2021-11
1153,Northern Mariana Islands,USA-69,2021,11,18.1,11.8,21.9,0.0,0.0,0.0,2021-11-01,2021-11
1154,Ohio,USA-39,2021,11,4829.67,4635.16,39.65,68.67,70.81,0.6,2021-11-01,2021-11
1155,Oklahoma,USA-40,2021,11,764.97,726.82,18.37,5.63,24.15,0.61,2021-11-01,2021-11
1156,Oregon,USA-41,2021,11,868.2,878.17,20.82,26.3,26.92,0.64,2021-11-01,2021-11
1157,Pennsylvania,USA-42,2021,11,5732.7,5024.6,39.25,65.57,67.21,0.52,2021-11-01,2021-11
1158,Puerto Rico,USA-72,2021,11,106.73,112.61,3.33,1.2,1.34,0.04,2021-11-01,2021-11
1159,Rhode Island,USA-44,2021,11,411.93,361.88,34.16,1.8,1.47,0.14,2021-11-01,2021-11
1160,South Carolina,USA-45,2021,11,705.63,685.91,13.32,16.47,17.91,0.35,2021-11-01,2021-11
1161,South Dakota,USA-46,2021,11,390.87,374.01,42.28,3.3,3.23,0.37,2021-11-01,2021-11
1162,Tennessee,USA-47,2021,11,1188.63,1142.57,16.73,22.9,23.07,0.34,2021-11-01,2021-11
1163,Texas,USA-48,2021,11,3240.3,3220.28,11.11,87.6,89.2,0.31,2021-11-01,2021-11
1164,Utah,USA-49,2021,11,1531.17,1514.78,47.25,10.67,10.24,0.32,2021-11-01,2021-11
1165,Vermont,USA-50,2021,11,327.43,326.42,52.31,1.53,1.7,0.27,2021-11-01,2021-11
1166,Virgin Islands,USA-78,2021,11,10.23,11.66,10.97,0.17,0.22,0.2,2021-11-01,2021-11
1167,Virginia,USA-51,2021,11,1478.17,1394.94,16.34,26.77,26.46,0.31,2021-11-01,2021-11
1168,Washington,USA-53,2021,11,1639.37,1659.28,21.79,22.1,22.4,0.29,2021-11-01,2021-11
1169,West Virginia,USA-54,2021,11,742.07,779.9,43.52,14.73,15.38,0.86,2021-11-01,2021-11
1170,Wisconsin,USA-55,2021,11,3274.77,3045.81,52.31,19.67,19.07,0.33,2021-11-01,2021-11
1171,Wyoming,USA-56,2021,11,272.1,287.03,49.59,8.47,7.78,1.34,2021-11-01,2021-11
1172,Alabama,USA-01,2021,12,1640.42,1044.78,21.31,10.84,10.37,0.21,2021-12-01,2021-12
1173,Alaska,USA-02,2021,12,197.61,205.11,28.04,3.16,4.44,0.61,2021-12-01,2021-12
1174,American Samoa,USA-60,2021,12,0.19,0.37,0.76,0.0,0.0,0.0,2021-12-01,2021-12
1175,Arizona,USA-04,2021,12,3603.48,3362.59,46.2,62.0,62.64,0.86,2021-12-01,2021-12
1176,Arkansas,USA-05,2021,12,1214.45,929.99,30.82,15.52,14.3,0.47,2021-12-01,2021-12
1177,California,USA-06,2021,12,13875.35,10244.21,25.93,65.77,66.42,0.17,2021-12-01,2021-12
1178,Colorado,USA-08,2021,12,3190.13,2628.39,45.64,35.39,36.6,0.64,2021-12-01,2021-12
1179,Connecticut,USA-09,2021,12,2854.71,2435.28,68.3,8.23,8.73,0.24,2021-12-01,2021-12
1180,Delaware,USA-10,2021,12,876.65,725.6,74.52,3.48,3.5,0.36,2021-12-01,2021-12
1181,District of Columbia,USA-11,2021,12,883.03,706.65,100.13,0.48,0.44,0.06,2021-12-01,2021-12
1182,Florida,USA-12,2021,12,15321.68,9674.55,45.05,30.84,33.27,0.15,2021-12-01,2021-12
1183,Georgia,USA-13,2021,12,5435.74,3647.43,34.2,28.9,27.4,0.26,2021-12-01,2021-12
1184,Guam,USA-66,2021,12,13.16,10.82,6.42,0.23,0.29,0.17,2021-12-01,2021-12
1185,Hawaii,USA-15,2021,12,800.52,578.75,40.88,2.32,2.25,0.16,2021-12-01,2021-12
1186,Idaho,USA-16,2021,12,405.45,387.49,21.68,7.52,7.53,0.42,2021-12-01,2021-12
1187,Illinois,USA-17,2021,12,10933.45,9556.12,75.41,52.94,49.1,0.39,2021-12-01,2021-12
1188,Indiana,USA-18,2021,12,4701.97,4416.56,65.6,47.74,47.39,0.7,2021-12-01,2021-12
1189,Iowa,USA-19,2021,12,1614.29,1554.46,49.27,16.26,15.17,0.48,2021-12-01,2021-12
1190,Kansas,USA-20,2021,12,1747.1,1591.23,54.62,10.1,9.85,0.34,2021-12-01,2021-12
1191,Kentucky,USA-21,2021,12,2386.81,2170.55,48.58,35.84,37.83,0.85,2021-12-01,2021-12
1192,Louisiana,USA-22,2021,12,1864.55,1279.73,27.53,5.97,6.04,0.13,2021-12-01,2021-12
1193,Maine,USA-23,2021,12,873.35,791.47,58.88,6.68,6.16,0.46,2021-12-01,2021-12
1194,Maryland,USA-24,2021,12,3690.74,2785.12,46.07,17.81,11.71,0.19,2021-12-01,2021-12
1195,Massachusetts,USA-25,2021,12,7145.71,5707.96,82.81,28.03,25.28,0.37,2021-12-01,2021-12
1196,Michigan,USA-26,2021,12,7550.55,7317.03,73.27,116.61,111.76,1.12,2021-12-01,2021-12
1197,Minnesota,USA-27,2021,12,3543.81,3643.87,64.61,37.1,35.48,0.63,2021-12-01,2021-12
1198,Mississippi,USA-28,2021,12,953.74,704.94,23.69,5.32,4.92,0.16,2021-12-01,2021-12
1199,Missouri,USA-29,2021,12,3256.42,2989.54,48.71,22.26,21.57,0.35,2021-12-01,2021-12
1200,Montana,USA-30,2021,12,211.68,209.53,19.6,7.58,8.53,0.8,2021-12-01,2021-12
1201,Nebraska,USA-31,2021,12,917.06,893.16,46.17,5.84,6.12,0.32,2021-12-01,2021-12
1202,Nevada,USA-32,2021,12,985.16,863.92,28.05,13.0,13.1,0.43,2021-12-01,2021-12
1203,New Hampshire,USA-33,2021,12,1207.19,1197.85,88.1,7.9,7.48,0.55,2021-12-01,2021-12
1204,New Jersey,USA-34,2021,12,10049.94,7689.84,86.58,20.87,19.06,0.21,2021-12-01,2021-12
1205,New Mexico,USA-35,2021,12,1154.16,1146.93,54.7,15.74,15.37,0.73,2021-12-01,2021-12
1206,New York,USA-36,2021,12,24043.81,18415.64,94.66,62.71,57.6,0.3,2021-12-01,2021-12
1207,North Carolina,USA-37,2021,12,4810.32,3626.02,34.57,21.81,20.37,0.19,2021-12-01,2021-12
1208,North Dakota,USA-38,2021,12,383.48,365.21,47.92,4.1,4.23,0.55,2021-12-01,2021-12
1209,Northern Mariana Islands,USA-69,2021,12,77.42,72.79,135.08,0.32,0.27,0.49,2021-12-01,2021-12
1210,Ohio,USA-39,2021,12,10512.19,9231.31,78.97,92.26,78.56,0.67,2021-12-01,2021-12
1211,Oklahoma,USA-40,2021,12,1355.19,1155.4,29.2,21.71,15.31,0.39,2021-12-01,2021-12
1212,Oregon,USA-41,2021,12,973.03,881.6,20.9,15.94,15.81,0.37,2021-12-01,2021-12
1213,Pennsylvania,USA-42,2021,12,9661.42,8515.76,66.52,105.94,100.03,0.78,2021-12-01,2021-12
1214,Puerto Rico,USA-72,2021,12,2718.58,1728.74,51.04,1.13,0.85,0.03,2021-12-01,2021-12
1215,Rhode Island,USA-44,2021,12,1268.81,1121.68,105.88,4.32,4.02,0.38,2021-12-01,2021-12
1216,South Carolina,USA-45,2021,12,1838.68,1280.56,24.87,13.74,13.47,0.26,2021-12-01,2021-12
1217,South Dakota,USA-46,2021,12,419.23,402.61,45.51,4.9,4.8,0.54,2021-12-01,2021-12
1218,Tennessee,USA-47,2021,12,3004.74,2441.95,35.76,120.55,48.39,0.71,2021-12-01,2021-12
1219,Texas,USA-48,2021,12,7975.97,6535.08,22.54,61.84,61.65,0.21,2021-12-01,2021-12
1220,Utah,USA-49,2021,12,1329.39,1239.34,38.66,8.35,9.12,0.28,2021-12-01,2021-12
1221,Vermont,USA-50,2021,12,465.58,435.95,69.87,1.97,1.83,0.29,2021-12-01,2021-12
1222,Virgin Islands,USA-78,2021,12,49.81,27.04,25.45,0.1,0.11,0.11,2021-12-01,2021-12
1223,Virginia,USA-51,2021,12,4819.42,3677.06,43.08,28.29,25.77,0.3,2021-12-01,2021-12
1224,Washington,USA-53,2021,12,2445.9,2081.11,27.33,17.9,18.6,0.25,2021-12-01,2021-12
1225,West Virginia,USA-54,2021,12,1076.39,1016.69,56.73,15.1,14.54,0.81,2021-12-01,2021-12
1226,Wisconsin,USA-55,2021,12,4509.94,4245.38,72.91,37.65,36.21,0.62,2021-12-01,2021-12
1227,Wyoming,USA-56,2021,12,146.74,140.25,24.23,3.16,4.73,0.82,2021-12-01,2021-12
1228,Alabama,USA-01,2022,01,10375.58,10216.52,208.37,20.35,18.04,0.37,2022-01-01,2022-01
1229,Alaska,USA-02,2022,01,1919.77,1638.2,223.94,3.32,3.02,0.41,2022-01-01,2022-01
1230,American Samoa,USA-60,2022,01,0.23,0.43,0.87,0.0,0.0,0.0,2022-01-01,2022-01
1231,Arizona,USA-04,2022,01,15779.23,14919.18,204.97,63.74,62.43,0.86,2022-01-01,2022-01
1232,Arkansas,USA-05,2022,01,6783.0,6779.17,224.64,15.68,16.49,0.55,2022-01-01,2022-01
1233,California,USA-06,2022,01,93426.0,90657.27,229.44,114.77,105.62,0.27,2022-01-01,2022-01
1234,Colorado,USA-08,2022,01,10503.68,10731.82,186.36,27.71,28.29,0.49,2022-01-01,2022-01
1235,Connecticut,USA-09,2022,01,6103.61,6354.52,178.23,27.42,28.3,0.79,2022-01-01,2022-01
1236,Delaware,USA-10,2022,01,2185.32,2282.91,234.44,7.9,7.17,0.74,2022-01-01,2022-01
1237,District of Columbia,USA-11,2022,01,1180.71,1321.87,187.3,2.52,2.34,0.33,2022-01-01,2022-01
1238,Florida,USA-12,2022,01,44174.55,47037.61,219.01,89.06,72.22,0.34,2022-01-01,2022-01
1239,Georgia,USA-13,2022,01,16247.32,16903.28,158.52,45.61,43.33,0.41,2022-01-01,2022-01
1240,Guam,USA-66,2022,01,410.45,332.36,197.26,0.65,0.48,0.28,2022-01-01,2022-01
1241,Hawaii,USA-15,2022,01,3376.55,3414.32,241.15,2.94,2.53,0.18,2022-01-01,2022-01
1242,Idaho,USA-16,2022,01,1966.45,1784.0,99.83,8.39,7.97,0.45,2022-01-01,2022-01
1243,Illinois,USA-17,2022,01,24891.35,25310.36,199.74,118.94,112.23,0.89,2022-01-01,2022-01
1244,Indiana,USA-18,2022,01,12153.52,11738.28,174.36,74.81,73.56,1.09,2022-01-01,2022-01
1245,Iowa,USA-19,2022,01,4412.48,4252.48,134.78,20.74,20.98,0.67,2022-01-01,2022-01
1246,Kansas,USA-20,2022,01,6791.48,6427.35,220.62,17.26,15.32,0.52,2022-01-01,2022-01
1247,Kentucky,USA-21,2022,01,9932.65,9350.44,209.29,26.61,24.87,0.56,2022-01-01,2022-01
1248,Louisiana,USA-22,2022,01,11016.68,9397.77,202.15,22.19,19.58,0.42,2022-01-01,2022-01
1249,Maine,USA-23,2022,01,886.74,904.0,67.25,6.68,7.44,0.55,2022-01-01,2022-01
1250,Maryland,USA-24,2022,01,8217.68,8626.88,142.69,55.68,53.83,0.89,2022-01-01,2022-01
1251,Massachusetts,USA-25,2022,01,15192.9,16400.19,237.94,56.81,54.99,0.8,2022-01-01,2022-01
1252,Michigan,USA-26,2022,01,17623.65,16414.46,164.36,104.55,102.8,1.03,2022-01-01,2022-01
1253,Minnesota,USA-27,2022,01,9662.94,9199.98,163.13,29.19,29.96,0.53,2022-01-01,2022-01
1254,Mississippi,USA-28,2022,01,5925.19,5668.35,190.46,15.65,12.72,0.43,2022-01-01,2022-01
1255,Missouri,USA-29,2022,01,10402.48,10241.85,166.88,38.65,39.12,0.64,2022-01-01,2022-01
1256,Montana,USA-30,2022,01,1456.32,1292.66,120.95,3.13,2.95,0.28,2022-01-01,2022-01
1257,Nebraska,USA-31,2022,01,3260.29,3134.36,162.03,10.65,9.95,0.51,2022-01-01,2022-01
1258,Nevada,USA-32,2022,01,5023.13,4795.32,155.68,17.13,15.73,0.51,2022-01-01,2022-01
1259,New Hampshire,USA-33,2022,01,2522.23,2438.01,179.3,8.0,8.56,0.63,2022-01-01,2022-01
1260,New Jersey,USA-34,2022,01,17664.61,19819.76,223.14,77.58,75.17,0.85,2022-01-01,2022-01
1261,New Mexico,USA-35,2022,01,4194.97,3841.18,183.19,19.32,18.97,0.9,2022-01-01,2022-01
1262,New York,USA-36,2022,01,42437.48,47400.85,243.66,169.48,165.71,0.85,2022-01-01,2022-01
1263,North Carolina,USA-37,2022,01,23735.55,22828.43,217.66,42.94,38.91,0.37,2022-01-01,2022-01
1264,North Dakota,USA-38,2022,01,1598.29,1537.84,201.8,2.68,2.91,0.38,2022-01-01,2022-01
1265,Northern Mariana Islands,USA-69,2022,01,49.68,51.32,95.24,0.32,0.4,0.74,2022-01-01,2022-01
1266,Ohio,USA-39,2022,01,18203.55,19166.63,163.97,116.9,128.13,1.09,2022-01-01,2022-01
1267,Oklahoma,USA-40,2022,01,8644.39,8003.67,202.27,15.87,15.99,0.41,2022-01-01,2022-01
1268,Oregon,USA-41,2022,01,6858.48,6361.6,150.83,14.35,13.94,0.33,2022-01-01,2022-01
1269,Pennsylvania,USA-42,2022,01,20163.13,20875.96,163.07,125.03,126.63,0.99,2022-01-01,2022-01
1270,Puerto Rico,USA-72,2022,01,5974.55,6763.65,199.7,17.74,16.26,0.48,2022-01-01,2022-01
1271,Rhode Island,USA-44,2022,01,3634.94,3612.61,341.02,8.06,7.87,0.74,2022-01-01,2022-01
1272,South Carolina,USA-45,2022,01,13216.1,12490.67,242.6,27.23,21.03,0.41,2022-01-01,2022-01
1273,South Dakota,USA-46,2022,01,1522.87,1486.14,167.99,5.29,5.17,0.58,2022-01-01,2022-01
